F320,"Major depressive disorder, single episode, mild"
F321,"Major depressive disorder, single episode, moderate"
F322,"Major depressv disord, single epsd, sev w/o psych features"
F323,"Major depressv disord, single epsd, severe w psych features"
F324,"Major depressv disorder, single episode, in partial remis"
F325,"Major depressive disorder, single episode, in full remission"
F328,Other depressive episodes
F3281,Premenstrual dysphoric disorder
F3289,Other specified depressive episodes
F329,"Major depressive disorder, single episode, unspecified"
F330,"Major depressive disorder, recurrent, mild"
F331,"Major depressive disorder, recurrent, moderate"
F332,"Major depressv disorder, recurrent severe w/o psych features"
F333,"Major depressv disorder, recurrent, severe w psych symptoms"
F3340,"Major depressive disorder, recurrent, in remission, unsp"
F3341,"Major depressive disorder, recurrent, in partial remission"
F3342,"Major depressive disorder, recurrent, in full remission"
F338,Other recurrent depressive disorders
F339,"Major depressive disorder, recurrent, unspecified"
F340,Cyclothymic disorder
F341,Dysthymic disorder
F348,Other persistent mood [affective] disorders
F3481,Disruptive mood dysregulation disorder
F3489,Other specified persistent mood disorders
F349,"Persistent mood [affective] disorder, unspecified"
F39,Unspecified mood [affective] disorder
F4000,"Agoraphobia, unspecified"
F4001,Agoraphobia with panic disorder
F4002,Agoraphobia without panic disorder
F4010,"Social phobia, unspecified"
F4011,"Social phobia, generalized"
F40210,Arachnophobia
F40218,Other animal type phobia
F40220,Fear of thunderstorms
F40228,Other natural environment type phobia
F40230,Fear of blood
F40231,Fear of injections and transfusions
F40232,Fear of other medical care
F40233,Fear of injury
F40240,Claustrophobia
F40241,Acrophobia
F40242,Fear of bridges
F40243,Fear of flying
F40248,Other situational type phobia
F40290,Androphobia
F40291,Gynephobia
F40298,Other specified phobia
F408,Other phobic anxiety disorders
F409,"Phobic anxiety disorder, unspecified"
F410,Panic disorder [episodic paroxysmal anxiety]
F411,Generalized anxiety disorder
F413,Other mixed anxiety disorders
F418,Other specified anxiety disorders
F419,"Anxiety disorder, unspecified"
F42,Obsessive-compulsive disorder
F422,Mixed obsessional thoughts and acts
F423,Hoarding disorder
F424,Excoriation (skin-picking) disorder
F428,Other obsessive-compulsive disorder
F429,"Obsessive-compulsive disorder, unspecified"
F430,Acute stress reaction
F4310,"Post-traumatic stress disorder, unspecified"
F4311,"Post-traumatic stress disorder, acute"
F4312,"Post-traumatic stress disorder, chronic"
F4320,"Adjustment disorder, unspecified"
F4321,Adjustment disorder with depressed mood
F4322,Adjustment disorder with anxiety
F4323,Adjustment disorder with mixed anxiety and depressed mood
F4324,Adjustment disorder with disturbance of conduct
F4325,Adjustment disorder w mixed disturb of emotions and conduct
F4329,Adjustment disorder with other symptoms
F438,Other reactions to severe stress
F439,"Reaction to severe stress, unspecified"
F440,Dissociative amnesia
F441,Dissociative fugue
F442,Dissociative stupor
F444,Conversion disorder with motor symptom or deficit
F445,Conversion disorder with seizures or convulsions
F446,Conversion disorder with sensory symptom or deficit
F447,Conversion disorder with mixed symptom presentation
F4481,Dissociative identity disorder
F4489,Other dissociative and conversion disorders
F449,"Dissociative and conversion disorder, unspecified"
F450,Somatization disorder
F451,Undifferentiated somatoform disorder
F4520,"Hypochondriacal disorder, unspecified"
F4521,Hypochondriasis
F4522,Body dysmorphic disorder
F4529,Other hypochondriacal disorders
F4541,Pain disorder exclusively related to psychological factors
F4542,Pain disorder with related psychological factors
F458,Other somatoform disorders
F459,"Somatoform disorder, unspecified"
F481,Depersonalization-derealization syndrome
F482,Pseudobulbar affect
F488,Other specified nonpsychotic mental disorders
F489,"Nonpsychotic mental disorder, unspecified"
F5000,"Anorexia nervosa, unspecified"
F5001,"Anorexia nervosa, restricting type"
F5002,"Anorexia nervosa, binge eating/purging type"
F502,Bulimia nervosa
F508,Other eating disorders
F5081,Binge eating disorder
F5082,Avoidant/restrictive food intake disorder
F5089,Other specified eating disorder
F509,"Eating disorder, unspecified"
F5101,Primary insomnia
F5102,Adjustment insomnia
F5103,Paradoxical insomnia
F5104,Psychophysiologic insomnia
F5105,Insomnia due to other mental disorder
F5109,Oth insomnia not due to a substance or known physiol cond
F5111,Primary hypersomnia
F5112,Insufficient sleep syndrome
F5113,Hypersomnia due to other mental disorder
F5119,Oth hypersomnia not due to a substance or known physiol cond
F513,Sleepwalking [somnambulism]
F514,Sleep terrors [night terrors]
F515,Nightmare disorder
F518,Oth sleep disord not due to a sub or known physiol cond
F519,"Sleep disorder not due to a sub or known physiol cond, unsp"
F520,Hypoactive sexual desire disorder
F521,Sexual aversion disorder
F5221,Male erectile disorder
F5222,Female sexual arousal disorder
F5231,Female orgasmic disorder
F5232,Male orgasmic disorder
F524,Premature ejaculation
F525,Vaginismus not due to a substance or known physiol condition
F526,Dyspareunia not due to a substance or known physiol cond
F528,Oth sexual dysfnct not due to a sub or known physiol cond
F529,Unsp sexual dysfnct not due to a sub or known physiol cond
F53,Puerperal psychosis
F54,Psych & behavrl factors assoc w disord or dis classd elswhr
F550,Abuse of antacids
F551,Abuse of herbal or folk remedies
F552,Abuse of laxatives
F553,Abuse of steroids or hormones
F554,Abuse of vitamins
F558,Abuse of other non-psychoactive substances
F59,Unsp behavrl synd assoc w physiol disturb and physcl factors
F600,Paranoid personality disorder
F601,Schizoid personality disorder
F602,Antisocial personality disorder
F603,Borderline personality disorder
F604,Histrionic personality disorder
F605,Obsessive-compulsive personality disorder
F606,Avoidant personality disorder
F607,Dependent personality disorder
F6081,Narcissistic personality disorder
F6089,Other specific personality disorders
F609,"Personality disorder, unspecified"
F630,Pathological gambling
F631,Pyromania
F632,Kleptomania
F633,Trichotillomania
F6381,Intermittent explosive disorder
F6389,Other impulse disorders
F639,"Impulse disorder, unspecified"
F640,Transsexualism
F641,Dual role transvestism
F642,Gender identity disorder of childhood
F648,Other gender identity disorders
F649,"Gender identity disorder, unspecified"
F650,Fetishism
F651,Transvestic fetishism
F652,Exhibitionism
F653,Voyeurism
F654,Pedophilia
F6550,"Sadomasochism, unspecified"
F6551,Sexual masochism
F6552,Sexual sadism
F6581,Frotteurism
F6589,Other paraphilias
F659,"Paraphilia, unspecified"
F66,Other sexual disorders
F6810,"Factitious disorder, unspecified"
F6811,Factitious disorder w predom psych signs and symptoms
F6812,Factitious disorder w predom physical signs and symptoms
F6813,Factitious disord w comb psych and physcl signs and symptoms
F688,Other specified disorders of adult personality and behavior
F69,Unspecified disorder of adult personality and behavior
F70,Mild intellectual disabilities
F71,Moderate intellectual disabilities
F72,Severe intellectual disabilities
F73,Profound intellectual disabilities
F78,Other intellectual disabilities
F79,Unspecified intellectual disabilities
F800,Phonological disorder
F801,Expressive language disorder
F802,Mixed receptive-expressive language disorder
F804,Speech and language development delay due to hearing loss
F8081,Childhood onset fluency disorder
F8082,Social pragmatic communication disorder
F8089,Other developmental disorders of speech and language
F809,"Developmental disorder of speech and language, unspecified"
F810,Specific reading disorder
F812,Mathematics disorder
F8181,Disorder of written expression
F8189,Other developmental disorders of scholastic skills
F819,"Developmental disorder of scholastic skills, unspecified"
F82,Specific developmental disorder of motor function
F840,Autistic disorder
F842,Rett's syndrome
F843,Other childhood disintegrative disorder
F845,Asperger's syndrome
F848,Other pervasive developmental disorders
F849,"Pervasive developmental disorder, unspecified"
F88,Other disorders of psychological development
F89,Unspecified disorder of psychological development
F900,"Attn-defct hyperactivity disorder, predom inattentive type"
F901,"Attn-defct hyperactivity disorder, predom hyperactive type"
F902,"Attention-deficit hyperactivity disorder, combined type"
F908,"Attention-deficit hyperactivity disorder, other type"
F909,"Attention-deficit hyperactivity disorder, unspecified type"
F910,Conduct disorder confined to family context
F911,"Conduct disorder, childhood-onset type"
F912,"Conduct disorder, adolescent-onset type"
F913,Oppositional defiant disorder
F918,Other conduct disorders
F919,"Conduct disorder, unspecified"
F930,Separation anxiety disorder of childhood
F938,Other childhood emotional disorders
F939,"Childhood emotional disorder, unspecified"
F940,Selective mutism
F941,Reactive attachment disorder of childhood
F942,Disinhibited attachment disorder of childhood
F948,Other childhood disorders of social functioning
F949,"Childhood disorder of social functioning, unspecified"
F950,Transient tic disorder
F951,Chronic motor or vocal tic disorder
F952,Tourette's disorder
F958,Other tic disorders
F959,"Tic disorder, unspecified"
F980,Enuresis not due to a substance or known physiol condition
F981,Encopresis not due to a substance or known physiol condition
F9821,Rumination disorder of infancy
F9829,Other feeding disorders of infancy and early childhood
F983,Pica of infancy and childhood
F984,Stereotyped movement disorders
F985,Adult onset fluency disorder
F988,Oth behav/emotn disord w onset usly occur in chldhd and adol
F989,Unsp behav/emotn disord w onst usly occur in chldhd and adol
F99,"Mental disorder, not otherwise specified"
